CustomerId,CustomerName,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,ExtraColumn1,ExtraColumn2
ID-1011,sarah jones,652,NETHERLANDS,M,64,2,8790.42,4,0,0,101771.0,0.0,,
ID-1834,Jane Williams,487,india,FEMALE,40,5,11779.34,2,0,1,21569.0,0.0,,
none,james johnson,433,AUSTRALIA,M,46,3,64482.22,1,Y,0,99790.0,1.0,,
inf, Maria Williams ,666,germany,f,30,3,127629.58,1,1,0,70536.0,0.0,,
1692,john davis,500,South Africa,boy,40,3,42606.18,1,0,1,80037.0,0.0,,
ID-1214,Jane Martinez,-100,ITALY,Boy,82,4,33439.03,2,YES,0,115300.0,0.0,,
1685,"Jane,Davis",478,CHILE,FEMALE,60,3,81966.81,1,0,0,27447.0,0.0,,
ID-2950,Michael Rodriguez,#VALUE!, Peru ,Female,38,6,31917.75,2,NO,False,72467.0,1.0,B,456
C1547,EMILY JONES,488,Argentina,MALE,31,4,120155.88,1,no,Active,"$68,279",0.0,,
SP01029, Mar£ia Miller ,606,SPAIN,Woman,18,4,164369.0,3,1,0,91118.0,0.0,,
CUST_001440,Maria Rodriguez,688,USA,MAN,27,10,NaN,2,1,1,107487.0,0.0,,
ID-1361,david rodriguez,466,BRAZIL,Boy,37,2,58884.6,2,False,0,"$29,724",0.0,,
2666, Jane Garcia ,433, Saudi Arabia,female,26,3,-50000,2,1,1,66222.0,0.0,,
ID-2090,empty,542,Singapore,MAN,18,4,"$9,303.99",2,y,0,68966.0,0.0,,
CUST_002416, Michael Rodriguez ,488, Australia ,m,48,6,58593.16,3,0,0,23426.99,0.0,,
C1335, Maria Smith ,541,india,boy,18,4,"$14,816.84",2,MISSING,0,73920.0,0.0,,
ID-2192,?,641,UK,Man,25,2,60.22,2,1,1,42957.0,0.0,,
1087,Robert Rodriguez,583,INDIA,female,37,5,_,1,1,1,92001.49,0.0,,
CUST_002537,DAVID SMITH,522,Egypt,Female,30,2,31933.66,3,1,1,21344.31,0.0,,
NI02288,emily rodriguez,590, Nigeria ,-inf,41,6,39888.69,2,0,1,84805.0,1.0,,
2266,John Davis,#DIV/0!,Japan ,girl,unknown,4,36366.29,1,Y,0,62914.0,0.0,,
CO01194,EMILY MILLER,504, Colombia ,Male,34,-5,209950.79,3,1,0,16766.0,1.0,,
1761,MARIA SMITH,642,Italy,woman,76,7,87497.5,1,0,0,NIL,0.0,,
CUST_001798,NONE,577,UK,Girl,51,5,4695.31,4,No,1,92988.0,0.0,,
ID-2145,"John,Martinez",480, Argentina,Girl,47,4,74290.12,2,NO,1,75318.0,0.0,,
ID-1992,VOID,596,uae,male,46,4,"$185,668.79",3,empty,0,0,1.0,A,456
CUST_001741, John Garcia ,491, Nigeria ,FEMALE,18,7,65020.39,2,1,0,79685.0,1.0,,
CUST_001433,#N/A,706, France,Girl,61,3,9426.81,2,1,0,45329.49,0.0,,
ID-2542, Lisa Brown ,589,N/A,woman,18,2,"$39,048.89",2,True,0,82814.0,0.0,,
2276,James Martinez,557,Singapore ,Male,150,4,3297.7,2,1,1,9999999,0.0,,
IN01088,LISA MARTINEZ,501, India,Female,38,6,2405.23,1,0,Inactive,79043.0,1.0,,
CUST_001486,JAMES RODRIGUEZ,614,FRANCE,Male,999,6,19139.19,4,1,0,30341.0,1.0,,
CUST_002932,emily martinez,470,brazil,woman,38,1,"$122,232.92",2,1,1,45456.0,0.0,,
2848,DAVID JONES,723, Canada,girl,40,9,12438.9,2,0,1,"$137,417",0.0,A,123
UK02013,David Smith,647, UK ,boy,50,7,35799.89,4,0,0,108058.0,0.0,,
BR02066,"Michael,Johnson",481, Brazil,m,64,3,47017.02,2,0,0,42018.0,0.0,,
C2046,"Jane,Smith",-, Brazil,F,25,8,10662.26,4,1,False,27876.77,0.0,,
2712,EMILY MARTINEZ,999, Australia,MALE,46,  ,51879.25,2,0,True,57753.0,0.0,,
2689,john johnson,474,CHILE,Female,56,8,"$21,883.53",3,True,0,20069.0,0.0,B,456
Infinity,John Johnson,9999,France ,m,45,3,??,2,1,TRUE,54347.18,1.0,,
2075,Sarah Jo€nes,467, Chile ,Male,#VALUE!,6,27744.85,1,y,Inactive,65265.0,0.0,C,123
C2216,"Maria,Smith",??,Italy,Girl,27,5,9817.46,4,1,0,97420.0,0.0,,
CUST_001542,James Williams,544,UAE ,Girl,32,3,9126.99,4,y,0,0,0.0,,
2154,james jones,529,south korea,man,37,9,27804.48,1,N,1,28884.0,0.0,,
C2151,"Emüily,Jones",478,uae,WOMAN,24,10,31160.59,2,1,0,28735.0,0.0,,
CUST_002000,Michael Jones,692, Canada ,Woman,43,4,EMPTY,2,1,1,72652.0,0.0,A,
C1424,Jane Rodriguez,602,France,M,42,4,80261.83,2,1,0,94433.0,0.0,,
2758,"Robert,Smith",1200,AUSTRALIA,FEMALE,41,5,6981.73,2,1,0,"$49,814",0.0,,
UA01227, John Johnson ,560, UAE ,woman,25,3,3720.66,2,,0,"$40,408",0.0,,
CUST_002903,SARAH DAVIS,674, Mexico ,F,49,9,--,2,1,0,69717.0,0.0,,
IN02310, Jane Jones ,508,INDIA,Girl,42,5,53475.35,2,true,1,27595.0,0.0,,
C1003,James Smith,727, Germany,Boy,47,2,3363.2,4,0,0,116735.0,0.0,,
C2142,emily jones,543, Brazil ,woman,27,4,98522.0,2,true,false,0,0.0,,
1896, Emily Rodriguez ,0,Nigeria,undefined,39,3,41036.88,2,Yes,false,#VALUE!,0.0,,
CUST_002387,"Sarah,Garcia",693,Canada ,f,38,3,"47,277.17",1,0,1,134088.0,1.0,A,123
ID-1984,James Rodriguez,528, Australia,woman,33,8,119439.05,2,false,0,"$98,113",0.0,,
CA01836, Sarah Williams ,569,canada,WOMAN,55,6,97557.41,2,0,0,109063.0,0.0,,
ID-2051,JANE SMITH,557, Peru ,MAN,54,,47679.23,3,1,0,n/a,0.0,,
#DIV/0!,lisa brown,639, UK,girl,56,4,void,2,1,0,114504.0,0.0,,
ID-2385,"Lisa,S£mith",509, Brazil,m,45,4,9322.92,2,0,Inactive,45639.0,0.0,C,456
CUST_001196, Maria Garcia ,0,ARGENTINA,Woman,28,8,"8,596.08",2,0,false,66562.0,0.0,,
ID-1580,lisa davis,580, Australia,boy,32,7,9203.24,2,0,False,58990.0,0.0,B,123
ID-1498,emily smith,461,BRAZIL,MALE,37,6,178502.05,2,0,0,9999999,0.0,,
C2193, Robert Davis ,635, Australia ,MAN,41,2,43396.03,2,1,ACTIVE,77691.0,0.0,,
C2547,David Garcia,499,Peru,MAN,25,6,98311.63,2,0,FALSE,36118.0,0.0,,
CUST_001667, Robert Miller ,empty, Japan,MALE,24,4,53064.99,2,1,inf,44788.0,1.0,,
ID-2093,Møichael Martinez,573,Singapore,girl,32,8,0,1,y,0,73897.0,1.0,,
CO01536,sarah rodriguez,na,colombia,Girl,39,4,76039.79,3,1,1,69240.0,0.0,,
ID-1695,michael johnson,674, Saudi Arabia,nil,34,7,"38,892.90",3,true,Active,52570.0,0.0,,
CUST_001001,robert jones,533, Saudi Arabia,Boy,51,4,10033.95,1,missing,Active,39905.0,1.0,,
SO02733,ROBERT GARCIA,535, South Korea,male,28,3,11888.46,1,0,1,25378.0,0.0,,
C2124,"Sarah,Brown",625,MEXICO,M,28,6,41233.02,3,FALSE,1,117373.0,0.0,,
ID-2579, James Jones ,559, Brazil ,Woman,56,3,29948.34,3,False,1,50499.0,0.0,,
JA02236,sarah g€arcia,587, Japan ,MAN,29,9,1789.69,1,y,false,78228.0,0.0,,
UA02938,Sarah Miller,463,UAE,Male,21,5,45255.7,3,0,0,87184.0,0.0,,
CUST_002939,robert miller,9999,JAPAN,MAN,30,4,"$33,274.83",2,0,0,77004.0,0.0,,
CUST_001804,Maria Brown,645,CANADA,man,45,5,59342.8,2,0,False,143398.0,0.0,,
0,Robert Jones,558,south africa,Female,23,6,9742.47,#NULL!,MISSING,0,63648.0,1.0,,
CUST_001640,Sarah Jones,586,Spain,Woman,18,10,19056.65,2,y,1,52130.0,0.0,,
CUST_001187,Robert Brown,594,SOUTH KOREA,male,33,5,41658.44,2,1,0,na,0.0,C,
CUST_001085,LISA GARCIA,588, Chile ,M,18,8,"1,136.28",1,0,1,  ,0.0,,
ID-2314,"Lisa,Rodriguez",undefined,Italy,m,46,6,21935.58,1,y,1,49920.0,1.0,,
ID-1027, Maria Rodriguez ,850,canada,girl,18,2,86467.57,2,#VALUE!,0,45247.0,1.0,,
ID-1831,james garcia,555,UAE,boy,42,6,N/A,2,0,0,33462.0,0.0,,
US02305,EMILY SMITH,726, USA,Male,150,10,"$42,574.68",4,1,1,  ,1.0,,
ID-1590, Lisa Williams ,603,south africa,Girl,41,5,31163.32,1,0,0,42298.0,0.0,,
EG02574, Jane Smith ,421,EGYPT,Infinity,-5,5,9055.9,2,0,false,40776.0,0.0,,
C1883, Lisa Rodriguez ,653,Netherlands ,man,57,4,30234.27,2,n,1,90302.0,0.0,,
1959,SARAH JOHNSON,565, Singapore ,male,44,Infinity,55772.79,1,0,0,98790.0,0.0,,
AR01425,michael rodriguez,585, Argentina,male,18,5,26877.18,2,0,1,41178.0,1.0,,
NI02975,Emily Jones,570, Nigeria,Woman,18,5,107811.27,2,1,0,"$77,959",1.0,,
EMPTY, Lisa Rodriguez ,585,singapore,f,37,6,1869.93,1,NO,0,81203.0,0.0,A,
CUST_002945, David Rodriguez ,495,South Africa,woman,56,3,empty,1,1,0,56976.0,1.0,,
US01719, Jane Williams ,699,USA ,boy,27,3,91628.52,3,1,INACTIVE,137371.0,0.0,,
C2642,"James,Garcia",458,UAE,man,30,6,0,2,0,1,53454.0,0.0,,
,,,,,,,,,,,,,,
CUST_002881,JANE JONES,, Egypt,n/a,39,3,22815.56,2,n,0,22534.0,0.0,,
CUST_002149,"Maria,Brown",613, Spain ,MALE,999,7,"$93,025.14",2,0,True,94012.0,0.0,,
CUST_001594,James Johnson,652,FRANCE,male,39,6,106537.03,2,0,1,-10000,1.0,,
1412, Jane Johnson ,641,canada,woman,32,3,45747.22,4,0,1,"$75,986",0.0,,
1557,EMILY DAVIS,404,Singapore,Boy,42,5,152103.49,2,0,inactive,70524.0,0.0,,
CUST_002887,michael çmiller,565,uae,m,27,7,"$4,823.59",2,0,0,88423.0,0.0,,
C1822,"Michael,Rodriguez",605, Japan ,#VALUE!,49,2,17067.73,3,n,0,"$84,029",0.0,,
C1336,JOHN JOHNSON,576, France,man,36,3,33134.58,2,1,#DIV/0!,78524.0,0.0,,
SA02402,DAVID WILLIAMS,506,Saudi Arabia,Female,28,4,38926.52,2,0,inactive,void,1.0,A,
ID-1611, David Rodriguez ,685, Germany ,boy,30,10,void,1,none,INACTIVE,EMPTY,1.0,,
PE02800, Michael Miller ,559,peru,male,39,2,24444.36,3,0,Active,40126.0,0.0,,
C2842,NA,652, South Africa ,male,43,3,131655.41,2,False,0,"$31,831",0.0,,
??,Lisa Brown,553,Netherlands,N/A,29,5,void,2,1,0,100995.0,0.0,,
C2855,David Johnson,579, Singapore ,M,36,7,8969.53,1,1,1,9999999,0.0,,
,j™ane smith,520, Brazil,Woman,40,4,nil,2,true,0,59805.0,1.0,,
ID-2449,james johnson,427,Egypt,MAN,27,4,n/a,1,Yes,0,NA,1.0,,
1178,DAVID MARTINEZ,void,South Africa ,Woman,27,8,4009.46,1,0,1,42065.0,0.0,,
C1637,Sarah Miller,429,EGYPT,MAN,44,1,29853.99,3,0,Inactive,Null,0.0,,
2691,undefined,762, Mexico ,Boy,30,6,120183.18,1,0,1,83789.0,0.0,,
??,James Smith,438, Chile,man,54,3,83881.06,4,n,1,75176.0,0.0,,
C1858,"David,Brown",415,Egypt ,M,-5,5,59619.87,2,0,0,85868.0,0.0,,
CUST_002821,maria miller,579,SPAIN,female,36,6,8990.01,2,1,ACTIVE,71993.0,0.0,,
CUST_002085,LISA MILLER,533,AUSTRALIA,None,NULL,undefined,151416.45,4,1,INACTIVE,31591.89,0.0,,
2275,James Johnson,568,COLOMBIA,man,49,4,"$66,063.70",2,Yes,0,43988.0,1.0,,
1813,JAMES SMITH,636,Italy,boy,45,3,19570.39,1,yes,#NULL!,109318.0,0.0,,
C2475,sarah rodriguez,1200, Saudi Arabia ,male,39,5,"$56,902.09",2,1,nil,30208.0,0.0,,
ID-1688,james smith,431,South Africa ,WOMAN,42,4,33940.65,1,0,none,null,0.0,,
C2195,Sarah Jones,664,Canada ,girl,50,5,"57,437.06",2,1,Active,NONE,0.0,,
CUST_002958,"Michael,Rodriguez",451, South Africa ,MALE,25,#NULL!,16485.01,2,0,0,88619.0,0.0,,
ID-2148,John Miller,605, Japan,f,37,5,18500.23,2,1,0,47094.37,0.0,,
SO02996,emily rodriguez,586, South Africa,M,33,6,,3,y,INACTIVE,42376.0,1.0,,
ID-1724, Michael Miller ,654, Spain ,WOMAN,NA,3,2899.11,1,Yes,0,67752.0,0.0,,
NA,robert garcia,576, South Korea,WOMAN,36,2,"$18,116.43",2,Yes,1,95064.0,1.0,,
US01263,"John,Davis",594, USA ,m,40,4,#N/A,2,0,0,95589.0,0.0,,
2772,maria garcia,442, Colombia ,FEMALE,38,11,143569.4,2,1,false,"$49,346",0.0,,
2009,lisa johnson,700,Canada,m,unknown,5,"$49,713.58",3,n,0,65616.0,1.0,,
CUST_001812,MICHAEL RODRIGUEZ,511,egypt,boy,53,4,29359.51,3,1,TRUE,"$66,963",1.0,,
C2636, David Garcia ,-,BRAZIL,MAN,31,4,37101.71,2,1,false,45427.0,0.0,,
C1840,EMILY MARTINEZ,653, Mexico ,M,50,6,246711.35,1,0,#N/A,38682.0,0.0,,
C2405,JANE BROWN,424, South Africa,girl,46,6,$931.93,1,0,inactive,81942.0,0.0,,123
CUST_001848,Lisa Jones,566, Spain ,woman,34,6,15904.81,3,0,1,118145.0,0.0,,
ID-1188, David Johnson ,644,usa,woman,999,4,"12,765.06",NONE,0,active,60116.00,0.0,,
ID-1047,John Rodriguez,unknown,Canada ,man,-,9,47520.2,2,0,1,141927.0,0.0,,
C2554,ROBERT JONES,588,UAE,Woman,43,5,26848.39,2,1,FALSE,45782.0,0.0,,
C1123,lisa davis,761,Mexico,Girl,40,1,14191.36,1,1,inactive,134614.0,0.0,,
1014, Jane Jones ,549, India ,man,18,2,"$47,024.60",2,0,0,"$24,118",1.0,,
C2505,John Jones,9999,SAUDI ARABIA,Boy,39,7,UNKNOWN,-1,0,0,89766.91,0.0,,
EG01452,lisa williams,467,EGYPT,MALE,54,6,75264.33,2,0,INACTIVE,89197.0,0.0,,
FR01690,Lisa Davis,MISSING,France ,F,34,4,22516.58,1,N/A,1,118988.0,0.0,,
ID-2094,michael johnson,Null,South Africa ,boy,37,10,39373.82,-1,0,ACTIVE,34121.0,0.0,,
CUST_002034,EMILY MILLER,483,BRAZIL,girl,20,missing,"34,065.17",1,1,0,77051.0,0.0,,
ID-2330, Emily Johnson ,610, France,boy,45,9,"4,156.22",2,no,0,86427.0,1.0,,
UK01871,DAVID MILLER,602,uk,Female,52,-5,38829.61,2,EMPTY,false,55960.0,0.0,,
ID-2453,MARIA MILLER,601,INDIA,F,29,5,30607.28,2,FALSE,1,66213.0,0.0,,
CUST_002761,EMILY RODRIGUEZ,na,UAE,Man,46,4,12491.44,2,1,0,41832.31,1.0,,
CUST_002835,JANE RODRIGUEZ,443,Egypt ,male,41,5,115958.18,2,YES,0,null,0.0,,
C1155,Lisa Miller,585,france,woman,34,7,"$99,030.33",4,Y,1,71271.0,0.0,,
BR02464,maria miller,425,Brazil ,Man,42,2,51670.1,4,0,1,39787.0,0.0,,
CA02199,Robert Rodriguez,704,canada,FEMALE,38,5,"59,450.20",2,0,0,9999999,0.0,,
AR02414,"Maria,Williams",513, Argentina,Woman,38,9,71398.67,1,Y,0,37008.0,1.0,,
1468,JOHN BROWN,583, Singapore ,f,25,5,"$124,138.94",2,1,1,49767.0,0.0,,
CUST_002045,LISA JONES,647, Italy,Girl,Infinity,2,69344.78,NA,false,0,45402.0,0.0,,
2934, Robert Martinez ,464,south africa,MALE,46,3,127485.57,3,0,active,87750.0,1.0,,
CUST_001550,jane brown,663,usa,female,22,4,--,1,0,1,99692.0,0.0,C,123
ID-1202,MARIA MILLER,660,usa,F,45,3,21381.04,2,1,0,"$119,859",0.0,,
IN01418, Maria Martinez ,577, India,f,35,1,2253.31,1,0,0,63302.0,0.0,,
CUST_001599,john brown,830, Canada,FEMALE,35,6,15987.29,4,0,0,101551.0,0.0,C,
ID-2058,Emily Miller,554, Chile ,female,18,5,83860.43,1,1,0,20920.0,0.0,,
2433, James Davis ,491,Egypt ,f,18,3,8634.29,2,1,1,69622.0,0.0,,
C2477,"John,Rodriguez",632,Mexico ,f,na,6,64123.7,3,1,0,127809.0,0.0,,
2338,Jane Miller,551, South Korea ,Male,150,5,7244.05,1,true,0,"$32,224",0.0,,
ME01072, Jane Smith ,653, Mexico ,Girl,30,7,119543.81,,True,1,"$100,007",0.0,,
2535, Jane Garcia ,544,India ,boy,36,3,40674.94,1,0,False,39476.0,0.0,,
2105,Sarah Jones,579,south korea,girl,UNKNOWN,2,34205.33,1,TRUE,1,80350.0,0.0,,
ID-2553,"Michael,Brown",511,Nigeria,m,none,4,872.26,2,0,FALSE,"$32,096",0.0,,
1055, David Garcia ,693,canada,girl,25,5,10677.55,1,__,1,50272.0,0.0,,
ID-1811,"Robert,Williams",508,SOUTH AFRICA,Man,44,5,156086.09,4,1,TRUE,50927.0,0.0,A,
US02874,??,668, USA ,girl,43,5,??,3,0,NA,105227.0,0.0,B,
EMPTY,JANE WILLIAMS,539,Peru,male,46,4,48726.53,NULL,yes,1,78270.0,0.0,,
2762,"David,Smith",585,Germany ,girl,43,8,56688.04,,yes,0,69021.0,0.0,,
1839,DAVID SMITH,535, Australia,F,48,2,11349.46,10,1,0,52156.0,1.0,,
C1086,"Robert,Miller",604,egypt,female,66,5,15893.82,1,0,1,83830.0,1.0,,
1998,sarah davis,void, Spain,F,74,11,14503.48,2,1,1,26922.0,0.0,,
1506,Lisa Davis,441, Colombia,WOMAN,48,1,83216.77,4,1,0,20936.0,0.0,,
SI02873,"John,Martinez", ,singapore,Girl,26,5,46679.44,3,0,True,79920.64,0.0,,
ID-1573,EMILY DAVIS,688,mexico,Infinity,18,6,13645.92,4,1,0,66612.0,0.0,,
1785,sarah garcia,NIL, Germany ,boy,49,4,3609.5,2,0,0,"$74,462",0.0,,
1396,lisa williams,670,ITALY,Woman,18,9,7147.92,2,TRUE,inactive,37191.0,0.0,,
ID-2131,"James,Smith",490,Peru ,MALE,25,4,45027.34,3,0,1,58593.0,0.0,,
ID-1610,Robert Martinez,653,CANADA,man,19,2,57932.63,4,1,0,62166.0,0.0,,
C1231,Jane Williams,534, Chile,boy,33,#NULL!,"$46,183.76",3,1,1,78961.0,0.0,,
2341,MARIA DAVIS,0,Mexico,male,58,5,21339.34,4,1,1,47531.0,0.0,,
2072,null,639, USA,f,47,2,61960.6,NaN,1,1,109336.0,0.0,,
C1454,"James,Brown",603,Mexico,f,31,3,18395.4,1,1,0,"$58,028",0.0,,
C2839,DAVID JONES,548,egypt,boy,18,7,104538.67,1,1,1,53553.0,1.0,,
2335, James Miller ,562, Netherlands ,female,39,_,999999999,3,1,Active,112045.73,0.0,,
UNKNOWN, Michael Garcia ,missing,Italy ,Girl,64,3,836.58,2,0,False,82233.0,0.0,,
C1807, Emily Rodriguez ,680,Mexico,M,36, ,61023.94,1,0,0,108011.0,0.0,,
ID-2985,lisa williams,573,SPAIN,m,46,6,empty,1,0,1,77396.0,0.0,,
CA02252,"Sarah,Rodriguez",636,CANADA,man,35,7,93.72,2,0,1,"$58,976",0.0,,
C2984, Emily Martinez ,999,singapore,MALE,39,7,71922.92,1,0,0,56423.99,0.0,,
CUST_002600,"James,Rodriguez",570, Peru ,WOMAN,39,7,64620.4,2,0,Active,39988.0,1.0,,
1058,"Maria,Miller",669, Mexico ,girl,35,5,48150.09,2,0,1,85504.0,1.0,,
ID-2491,"John,Williams",496,Peru ,Male,49,9,19573.61,2,0,TRUE,71955.0,0.0,,
CUST_002906,jane martinez,494,colombia,MAN,51,6,34033.19,3,1,1,20063.0,1.0,,
C2629,james jones,NULL,Mexico ,Girl,29,11,17174.18,2,0,0,63076.0,0.0,,
1488,sarah williams,598, Netherlands,boy,30,8,114755.12,2,0,1,37472.0,0.0,,
ID-2799,Jane Garcia,584, Germany,WOMAN,28,5,"$24,681.65",1,False,1,110336.0,0.0,,
1134, Jane Brown ,517,PERU,Male,41,10,1542.92,4,0,NIL,,1.0,,
CUST_002291, Emily Garcia ,NaN, France ,MAN,43,4,109976.59,1,0,0,89461.0,0.0,,
C2014,,?,Saudi Arabia ,Man,22,NIL,7223.87,1,?,undefined,43750.0,1.0,,
1546,JOHN JOHNSON,558, UAE,male,36,5,23525.9,2,0,1,28519.0,0.0,,
C1865, Maria D¥avis ,496,Chile ,f,35,5,127873.16,3,0,0,65367.0,0.0,,
ID-1177,"Robert,Brown",655, Canada ,Man,40,VOID,32789.96,2,1,0,37782.43,1.0,,
1671,sarah brown,511, Peru,Girl,51,3,19615.6,4,n,0,33373.0,0.0,,
CUST_002859,Lisa Johnson,441,PERU,M,52,5,10708.6,1,No,0,41359.0,0.0,,
BR01591,"James,Martinez",497,BRAZIL,M,0,5,95371.03,1,1,0,"$78,359",0.0,,
2006,David Johnson,591,australia,Boy,,4,4733.04,2,0,null,58323.0,0.0,,
CUST_002894,"James,Brown",438,Argentina,MALE,23,7,55884.28,2,1,0,40052.57,1.0,,
ID-1369,JANE DAVIS,585, UK ,male,46,8,"36,087.15",2,false,0,79439.0,1.0,,
  ,SARAH MARTINEZ,549,Italy ,man,71,2,1120.44,1,0,0,35484.0,1.0,,
C1917,JANE BROWN,556,south korea,m,200,8,202818.46,3,1,0,75032.0,0.0,,
CUST_001594,James Johnson,652,FRANCE,male,39,6,106537.03,2,0,1,-10000,1.0,,
missing,"John,Johnson",564,JAPAN,F,20,5,25999.35,4,0,1,43380.0,0.0,C,
C2981,"Maria,Rodriguez",474,egypt,MAN,50,7,36704.98,4,1,VOID,68085.0,0.0,,
2101,MICHAEL MARTINEZ,532,australia,boy,30,7,12182.17,1,NO,inactive,65631.0,0.0,,
CA01970,jane garcia,757,Canada,boy,65,3,inf,2,1,1,"$123,578",0.0,,
CUST_001448,JANE RODRIGUEZ,561,SOUTH KOREA,f,37,7,30627.1,1,1,none,80169.0,0.0,,
CUST_002736,"Lisa,Martinez",529,EGYPT,WOMAN,65,3,49592.91,3,1,1,67323.0,0.0,,
ID-1012,"John,Miller",-100, Italy ,WOMAN,34,9,12934.34,2,0,1,"$102,711",0.0,,
SO02683,MICHAEL JOHNSON,501, South Korea ,Boy,38,7,999999999,4,1,inactive,78859.0,0.0,,
1141,jane smith,550, Spain,female,25,6,6498.95,1,empty,0,89706.0,0.0,,
ID-1615,james brown,483,COLOMBIA,MALE,39,8,12787.51,1,0,0,66515.0,0.0,,
JA02262,"Sarah,Brown",612,Japan,male,31,2,19686.88,2,y,True,77351.0,0.0,,
1388,john jones,494,SPAIN,m,25,5,110538.74,2,1,0, ,0.0,,
1338, Maria Johnson ,495,peru,man,27,3,"30,664.28",3,1,1,52329.0,0.0,,
CUST_001298,lisa williams,561,UK,MALE,42,7,77414.09,2,1,1,84873.0,0.0,,
CUST_002872,Lisa Miller,652,Spain,male,19,3,N/A,2,0,0,79953.0,0.0,,
1387,ROBERT SMITH,555,Egypt ,female,34,3,4256.04,1,1,0,20005.0,0.0,,
CUST_001102,emily johnson,525,India,girl,32,8,84595.65,1,0,1,37905.0,0.0,C,456
CUST_002651, Lisa Garcia ,483, Egypt ,boy,63,6,"15,598.50",2,missing,0,38155.0,0.0,,
1049, Robert Rodriguez ,414, Chile ,m,55,6,100021.31,3,0,ACTIVE,79982.0,0.0,,
C1784,Lisa Brown,431,Colombia ,f,54,3,84880.13,1,0,0,57713.0,0.0,,
C1073,lisa brown,455, Brazil ,female,,5,"102,834.68",4,1,0,51734.0,0.0,,
AR02293,maria martinez,484,Argentina ,MALE,40,4,inf,2,True,1,42888.0,0.0,,123
C2924,emily johnson,631,France,girl,24,5,"$40,054.95",4,1,0,118218.0,0.0,,
C2715,David Rodriguez,526,0,male,32,10,49157.08,3,VOID,inactive,40247.0,0.0,,
CH02413,lisa johnson,395, Chile ,Man,void,0,18404.4,1,0,INACTIVE,40574.0,1.0,,
CO01137,"Jane,Miller",516, Colombia ,F,21,5,3800.65,2,1,1,"$58,434",0.0,,
CUST_002716,David Smith,768,USA,woman,33,5,93073.61,2,0,ACTIVE,131911.0,0.0,,
C1079,David Miller,575,Japan,Boy,35,4,31939.29,2,1,1,25256.69,0.0,,
C1445,"Lisa,Brown",530, India ,boy,200,6,108744.95,1,1,0,96913.0,0.0,,
inf,#DIV/0!,464,Nigeria,Boy,35,5,35333.08,2,1,0,81988.0,0.0,,
CUST_002007,JAMES JONES,714,Canada ,M,41,8,"$25,699.76",2,False,INACTIVE,0,0.0,,456
1777,MICHAEL JOHNSON,526, South Korea,f,48,3,"$26,162.23",??,,TRUE,94956.0,1.0,,
UA02942,John Williams,479,UAE ,M,n/a,4,27554.3,2,0,0,"$23,106",1.0,,
CUST_002826,"David,Rodriguez",626, Mexico,m,37,3,29871.67,4,1,1,97200.52,0.0,,
1403, Lisa Johnson ,736, Mexico ,MALE,22,6,43918.82,4,0,false,75341.0,0.0,,
C1089,maria rodriguez,549,Brazil ,Man,40,5,0,2,0,1,Null,1.0,,
CUST_001757,JANE MILLER,495,SOUTH KOREA,UNKNOWN,20,7,28872.47,3,1,ACTIVE,82716.0,0.0,,
ID-2588,"Jane,Williams",EMPTY,SINGAPORE,MAN,50,,5044.95,2,0,missing,61182.0,0.0,,
ID-2173,jane davis,687, Canada ,f,24,5,47463.6,4,0,#N/A,135888.0,0.0,,
ID-1952,Lisa Martinez,465, Colombia,man,31,7,39923.05,2,yes,True,51755.0,0.0,,
CUST_001791,"Michael,Smith",569,India,Woman,41,5,3360.48,3,0,0,30075.0,0.0,,
C1467, Maria Davis ,MISSING,Peru,woman,35,,130224.77,1,1,0,"$77,779",0.0,,
C2296, Jane Jones ,652,FRANCE,f,28,3,1081.05,4,0,1,NaN,0.0,,
2376,Robert Brown,399,Argentina,Boy,29,4,__,0,0,FALSE,#DIV/0!,0.0,,
1962, Michael Martinez ,565, Nigeria,man,36,6,14930.96,1,0,1,59990.0,0.0,,
1293,"John,Garcia",596,South Africa ,M,35,4,43724.59,1,0,Inactive,50418.0,1.0,C,
1169,EMILY MILLER,482, Egypt,Female,30,9,20644.69,4,0,ACTIVE,UNDEFINED,0.0,,
C1995,michael brown,570,South Korea,M,29,6,0,2,0,1,64744.0,0.0,,
CUST_001500,MICHAEL MILLER,583,Mexico ,Male,30,7,61837.08,4,NaN,0,36021.04,1.0,,
CUST_002388, Michael Garcia ,540,FRANCE,Girl,23,4,37209.1,2,0,active,78833.0,0.0,,
1608,James Brown,686,Canada,F,27,8,6741.62,2,1,Active,62263.0,0.0,,
C2089,David Miller,503, Nigeria,f,20,#DIV/0!,"$70,425.91",2,1,0,67581.0,0.0,,
US01767, David Garcia ,999,USA,WOMAN,36,7,117863.59,1,0,0,52926.0,1.0,,
C1567,nan,_,PERU,m,38,4,102940.62,2,1,0,25218.0,0.0,,
N/A,"Emily,Martinez",465,Argentina ,female,41,7,99731.43,3,0,True,75502.0,0.0,,
ID-2992,"Lisa,Garcia",574, France,Man,44,6,256268.28,3,1,1,69264.0,0.0,,
CUST_001939,"Emily,Smith",665,india,f,44,7,112886.66,1,1,1,99641.0,0.0,,
C1517,"Jane,Martinez",618,nil,FEMALE,30,5,_,2,TRUE,1,62015.0,0.0,,
